,Member_number,Date,itemDescription,quantidade,price
558,4119,09-05-2015,leite inteiro,8,142.07
559,3523,19-04-2015,pãezinhos / pãezinhos,6,73.95
560,3364,14-09-2015,citrino,0,91.99
561,3759,08-09-2015,citrino,1,104.96
562,4014,15-11-2015,refrigerante,3,34.25
563,2787,24-06-2015,refrigerante,7,49.28
564,2419,07-04-2015,salsicha,5,81.61
565,1651,06-05-2015,fruta tropical,3,9.73
566,1467,02-05-2015,salsicha,9,3.76
567,1015,04-05-2015,citrino,2,219.52
568,3592,10-06-2015,salsicha,5,218.49
569,1279,19-07-2015,vegetais de raiz,2,59.66
570,3938,18-05-2015,leite inteiro,4,5.45
571,2001,09-09-2015,água engarrafada,9,68.63
572,3245,08-12-2015,leite inteiro,0,75.90
573,4878,18-04-2015,citrino,9,140.77
574,3489,09-03-2015,fruta tropical,0,208.11
575,3090,14-02-2015,leite inteiro,7,133.89
576,4441,18-02-2015,refrigerante,1,249.75
577,1242,18-05-2015,salsicha,4,131.30
578,1190,11-06-2015,vegetais de raiz,7,163.99
579,1872,24-08-2015,outros vegetais,0,25.30
580,4291,09-12-2015,salsicha,1,214.07
581,1345,21-03-2015,leite inteiro,0,146.61
582,2732,02-04-2015,salsicha,0,43.07
583,1920,09-02-2015,leite inteiro,3,153.07
584,3241,20-09-2015,vegetais de raiz,8,153.74
585,2962,26-04-2015,citrino,7,144.27
586,1538,08-03-2015,salsicha,6,78.49
587,3801,23-10-2015,vegetais de raiz,6,151.02
588,4939,14-10-2015,citrino,9,40.48
589,4419,23-12-2015,outros vegetais,9,192.28
590,4217,01-12-2015,leite inteiro,1,5.71
591,2432,06-10-2015,leite inteiro,5,8.04
592,2951,05-09-2015,citrino,4,50.60
593,1416,20-06-2015,outros vegetais,3,155.95
594,4509,23-07-2015,salsicha,9,192.54
595,1575,04-01-2015,iogurte,0,11.55
596,3202,16-04-2015,iogurte,4,57.06
597,2167,14-03-2015,citrino,3,167.24
598,2517,28-01-2015,vegetais de raiz,1,88.87
599,1212,19-06-2015,fruta tropical,2,241.97
600,2735,01-06-2015,iogurte,3,120.01
601,1212,31-07-2015,vegetais de raiz,4,262.05
602,1324,26-03-2015,iogurte,5,97.96
603,4526,08-06-2015,citrino,9,52.42
604,3802,15-10-2015,citrino,7,78.36
605,2304,01-07-2015,água engarrafada,3,180.21
606,1955,13-02-2015,salsicha,3,83.55
607,3130,02-05-2015,salsicha,0,169.18
608,1110,20-11-2015,leite inteiro,9,132.86
609,2240,07-07-2015,salsicha,5,3.24
610,4647,17-02-2015,refrigerante,5,81.74
611,3872,07-02-2015,leite inteiro,6,167.37
612,3184,24-10-2015,vegetais de raiz,0,47.87
613,3068,19-06-2015,outros vegetais,1,198.76
614,1605,18-06-2015,iogurte,6,248.46
615,3835,11-05-2015,leite inteiro,7,158.80
616,3601,03-02-2015,salsicha,9,195.91
617,4251,21-12-2015,refrigerante,3,122.61
618,1665,11-04-2015,leite inteiro,0,231.20
619,2536,07-11-2015,leite inteiro,1,157.25
620,4133,27-07-2015,vegetais de raiz,0,34.38
621,3445,15-02-2015,salsicha,6,175.02
622,2080,21-04-2015,fruta tropical,7,108.33
623,3176,17-01-2015,vegetais de raiz,1,52.16
624,4182,21-08-2015,pastelaria,4,203.05
625,4543,23-10-2015,pãezinhos / pãezinhos,2,176.71
626,4642,03-12-2015,pãezinhos / pãezinhos,2,238.70
627,2360,18-02-2015,pãezinhos / pãezinhos,4,196.56
628,3231,31-03-2015,salsicha,2,94.71
629,4495,06-03-2015,citrino,0,189.94
630,1202,22-04-2015,iogurte,4,11.68
631,1811,23-09-2015,iogurte,5,100.16
632,3291,02-08-2015,fruta tropical,8,221.73
633,1878,27-11-2015,citrino,5,123.90
634,1483,27-06-2015,pãezinhos / pãezinhos,2,224.71
635,4386,08-09-2015,citrino,1,136.49
636,2549,13-05-2015,outros vegetais,1,104.31
637,3251,10-09-2015,refrigerante,7,202.66
638,4932,20-11-2015,fruta tropical,0,198.51
639,4993,09-02-2015,citrino,6,166.33
640,1035,08-09-2015,leite inteiro,3,231.59
641,4662,17-11-2015,pãezinhos / pãezinhos,1,199.78
642,4866,21-08-2015,salsicha,1,193.96
643,2492,18-06-2015,outros vegetais,4,136.10
644,1044,09-02-2015,fruta tropical,6,4.15
645,3761,06-08-2015,citrino,3,253.26
646,1145,07-10-2015,fruta tropical,6,192.28
647,4455,26-12-2015,salsicha,0,51.25
648,3465,30-07-2015,salsicha,7,193.96
649,2956,02-12-2015,pãezinhos / pãezinhos,4,23.61
650,3662,20-07-2015,leite inteiro,6,58.64
651,3755,14-04-2015,vegetais de raiz,1,60.85
652,4173,11-05-2015,iogurte,4,250.66
653,1570,20-03-2015,outros vegetais,8,258.45
654,3178,03-01-2015,pãezinhos / pãezinhos,7,170.61
655,4221,04-01-2015,salsicha,9,33.08
656,4265,12-12-2015,pãezinhos / pãezinhos,5,88.74
657,3532,26-05-2015,outros vegetais,7,190.72
658,4609,07-11-2015,leite inteiro,8,119.62
659,1975,26-09-2015,iogurte,4,78.49
660,1901,21-04-2015,citrino,6,11.68
661,3364,29-06-2015,salsicha,4,13.62
662,2537,14-10-2015,outros vegetais,6,79.14
663,4294,03-12-2015,pãezinhos / pãezinhos,4,250.66
664,2837,22-04-2015,leite inteiro,4,13.23
665,2571,02-05-2015,vegetais de raiz,1,185.53
666,3568,17-10-2015,outros vegetais,1,110.15
667,4474,10-11-2015,pastelaria,8,5.45
668,3354,27-01-2015,salsicha,2,33.08
669,4498,07-04-2015,pastelaria,0,60.85
670,4612,30-04-2015,salsicha,8,241.97
671,2960,21-06-2015,citrino,5,63.57
672,4434,23-02-2015,outros vegetais,6,188.13
673,1615,25-01-2015,salsicha,5,86.93
674,1613,25-08-2015,iogurte,6,202.66
675,3200,01-04-2015,leite inteiro,7,58.64
676,1138,24-02-2015,pãezinhos / pãezinhos,9,122.61
677,4958,24-05-2015,fruta tropical,5,215.35
678,4858,15-02-2015,citrino,2,181.61
679,1616,08-12-2015,leite inteiro,3,114.69
680,1270,03-02-2015,citrino,5,16.09
681,2347,27-01-2015,refrigerante,5,68.11
682,3597,07-07-2015,salsicha,1,31.11
683,2940,07-11-2015,iogurte,8,190.59
684,2715,15-03-2015,salsicha,3,213.94
685,3644,02-10-2015,iogurte,3,126.50
686,4184,15-12-2015,iogurte,7,223.68
687,4881,26-03-2015,pãezinhos / pãezinhos,0,184.49
688,3790,04-08-2015,pastelaria,3,59.94
689,2509,03-02-2015,iogurte,4,182.81
690,1463,28-09-2015,fruta tropical,2,13.23
691,1481,04-06-2015,iogurte,8,127.41
692,1164,01-02-2015,outros vegetais,1,44.76
693,2084,15-08-2015,vegetais de raiz,6,108.33
694,1291,06-03-2015,leite inteiro,2,101.46
695,3301,25-04-2015,refrigerante,3,237.69
696,2715,08-01-2015,pãezinhos / pãezinhos,2,48.26
697,4150,26-08-2015,fruta tropical,7,36.30
698,1775,11-10-2015,fruta tropical,2,186.80
699,2073,04-02-2015,salsicha,5,156.86
700,2590,28-09-2015,leite inteiro,5,182.16
701,3982,28-01-2015,refrigerante,8,19.72
702,2782,09-06-2015,pãezinhos / pãezinhos,7,153.07
703,1785,21-12-2015,salsicha,1,210.70
704,1528,20-02-2015,salsicha,5,260.65
705,2012,29-03-2015,pãezinhos / pãezinhos,8,58.38
706,1220,08-09-2015,pastelaria,9,6.36
707,2165,17-06-2015,refrigerante,4,234.18
708,3337,01-02-2015,leite inteiro,8,138.18
709,1000,27-05-2015,refrigerante,2,186.80
710,2222,08-01-2015,iogurte,1,227.05
711,2171,02-08-2015,salsicha,7,132.31
712,3879,25-06-2015,fruta tropical,2,107.56
713,3472,06-02-2015,citrino,7,94.97
714,3275,26-10-2015,leite inteiro,3,59.03
715,4619,27-05-2015,fruta tropical,4,40.22
716,1311,29-06-2015,pãezinhos / pãezinhos,5,56.44
717,4116,01-05-2015,pastelaria,9,5.45
718,1476,22-03-2015,leite inteiro,6,192.54
719,4121,01-11-2015,leite inteiro,2,162.83
720,1824,01-11-2015,iogurte,4,242.49
721,4293,05-07-2015,vegetais de raiz,5,162.44
722,4308,05-12-2015,pastelaria,9,125.20
723,2874,05-01-2015,salsicha,8,198.38
724,1281,11-02-2015,fruta tropical,0,184.75
725,1936,15-08-2015,pãezinhos / pãezinhos,1,153.35
726,3369,29-12-2015,salsicha,3,179.02
727,2335,13-01-2015,leite inteiro,2,178.01
728,3957,15-02-2015,leite inteiro,6,245.47
729,4841,02-05-2015,leite inteiro,6,179.69
730,3118,29-12-2015,leite inteiro,2,55.66
731,2926,08-11-2015,refrigerante,9,194.59
732,1773,01-11-2015,leite inteiro,9,45.41
733,2523,04-04-2015,água engarrafada,9,97.57
734,2925,22-08-2015,fruta tropical,0,80.41
735,2293,24-06-2015,pãezinhos / pãezinhos,7,228.86
736,2190,11-10-2015,citrino,5,101.17
737,3031,27-10-2015,fruta tropical,4,1.17
738,2696,09-05-2015,salsicha,1,219.52
739,4453,02-08-2015,salsicha,5,177.10
740,4776,08-02-2015,salsicha,5,227.31
741,4312,22-04-2015,fruta tropical,8,129.72
742,4344,06-05-2015,citrino,6,253.26
743,3041,10-07-2015,outros vegetais,0,123.25
744,2066,23-03-2015,leite inteiro,6,166.59
745,1777,11-07-2015,salsicha,9,188.77
746,2178,03-05-2015,salsicha,9,142.98
747,4727,11-04-2015,pãezinhos / pãezinhos,3,2.57
748,3433,01-10-2015,vegetais de raiz,2,33.71
749,3035,08-11-2015,salsicha,7,180.99
750,1464,07-03-2015,salsicha,0,205.51
751,2654,25-11-2015,salsicha,9,103.77
752,2206,21-03-2015,citrino,3,107.95
753,3726,26-05-2015,salsicha,4,166.72
754,1742,12-12-2015,salsicha,6,20.11
755,4929,27-07-2015,pãezinhos / pãezinhos,2,205.25
756,1907,19-07-2015,salsicha,2,138.05
757,3026,24-01-2015,refrigerante,3,85.89
758,1269,30-09-2015,outros vegetais,3,41.49
759,1982,24-02-2015,fruta tropical,1,216.54
760,4977,19-04-2015,leite inteiro,6,210.70
761,2760,12-07-2015,outros vegetais,5,148.55
762,2058,04-06-2015,refrigerante,6,215.89
763,4065,07-07-2015,pãezinhos / pãezinhos,3,239.89
764,3739,06-08-2015,pãezinhos / pãezinhos,4,46.97
765,3758,13-01-2015,leite inteiro,6,78.10
766,1230,27-01-2015,refrigerante,4,55.01
767,2743,13-07-2015,citrino,3,32.69
768,1835,22-06-2015,pãezinhos / pãezinhos,4,200.45
769,1283,15-03-2015,leite inteiro,2,77.82
770,4596,05-06-2015,salsicha,0,29.84
771,1150,04-12-2015,outros vegetais,3,254.81
772,3581,25-12-2015,citrino,7,251.67
773,3458,27-04-2015,citrino,8,96.27
774,2249,22-01-2015,fruta tropical,2,106.36
775,4831,27-02-2015,pãezinhos / pãezinhos,3,235.09
776,2314,06-09-2015,citrino,4,172.56
777,1538,30-11-2015,fruta tropical,9,250.40
778,4734,22-11-2015,fruta tropical,1,80.41
779,1484,27-08-2015,salsicha,4,130.00
780,1764,29-09-2015,leite inteiro,9,175.80
781,3595,23-03-2015,salsicha,1,223.68
782,2695,07-01-2015,leite inteiro,8,81.74
783,4538,28-11-2015,salsicha,8,48.26
784,1979,21-11-2015,pastelaria,4,220.82
785,1148,27-09-2015,refrigerante,3,183.20
786,3443,04-04-2015,fruta tropical,2,130.00
787,3334,17-03-2015,leite inteiro,1,32.69
788,4540,20-10-2015,iogurte,8,40.22
789,2855,08-11-2015,salsicha,1,250.27
790,3949,01-04-2015,outros vegetais,1,203.69
791,1788,09-10-2015,salsicha,6,239.89
792,1963,30-12-2015,iogurte,1,34.25
793,1771,20-03-2015,outros vegetais,7,194.59
794,3180,04-05-2015,fruta tropical,6,260.65
795,2406,07-12-2015,salsicha,5,50.86
796,4826,25-01-2015,fruta tropical,3,8.30
797,1737,23-01-2015,citrino,4,115.47
798,3467,28-01-2015,refrigerante,5,17.52
799,3395,19-08-2015,leite inteiro,7,149.46
800,4567,10-09-2015,fruta tropical,5,225.72
801,4550,09-11-2015,vegetais de raiz,5,212.75
802,4806,24-11-2015,fruta tropical,4,140.77
803,1153,08-12-2015,leite inteiro,4,126.50
804,4515,11-01-2015,leite inteiro,1,127.67
805,2585,14-03-2015,refrigerante,6,88.48
806,3406,23-10-2015,leite inteiro,9,117.03
807,2234,15-07-2015,citrino,7,17.52
808,3385,16-02-2015,vegetais de raiz,8,69.02
809,1476,29-03-2015,fruta tropical,9,179.69
810,4738,15-08-2015,outros vegetais,7,100.16
811,4235,26-04-2015,citrino,2,155.95
812,4614,23-02-2015,vegetais de raiz,4,155.95
813,2216,17-11-2015,fruta tropical,6,212.13
814,4666,02-12-2015,vegetais de raiz,5,46.97
815,2955,06-06-2015,fruta tropical,2,177.75
816,3488,21-12-2015,pãezinhos / pãezinhos,6,149.20
817,2186,01-09-2015,refrigerante,8,174.50
818,1696,02-03-2015,vegetais de raiz,8,11.55
819,3309,17-05-2015,vegetais de raiz,0,158.26
820,3092,24-12-2015,salsicha,3,46.06
821,2295,21-03-2015,pãezinhos / pãezinhos,1,169.83
822,1914,21-01-2015,fruta tropical,0,140.77
823,1290,22-09-2015,salsicha,4,146.48
824,2293,19-12-2015,fruta tropical,3,257.41
825,4027,12-05-2015,refrigerante,3,38.27
826,4693,01-07-2015,leite inteiro,0,19.46
827,4221,27-02-2015,leite inteiro,2,221.08
828,2815,10-09-2015,vegetais de raiz,3,215.89
829,4207,08-07-2015,pãezinhos / pãezinhos,9,221.73
830,3868,22-01-2015,fruta tropical,9,215.89
831,3707,26-06-2015,salsicha,4,106.65
832,2335,23-07-2015,refrigerante,4,178.01
833,3432,04-04-2015,pãezinhos / pãezinhos,2,231.20
834,4510,05-04-2015,fruta tropical,6,239.24
835,2893,06-10-2015,fruta tropical,1,91.08
836,3443,23-10-2015,vegetais de raiz,3,125.20
837,2071,30-09-2015,leite inteiro,1,138.82
838,2845,01-10-2015,outros vegetais,7,208.24
839,4309,15-09-2015,leite inteiro,9,1.30
840,1375,11-10-2015,outros vegetais,8,111.84
841,4805,04-05-2015,leite inteiro,7,180.34
842,3759,02-04-2015,leite inteiro,4,206.94
843,3160,27-02-2015,refrigerante,1,111.55
844,2719,10-04-2015,outros vegetais,0,220.54
845,3856,02-04-2015,leite inteiro,5,249.08
846,2455,04-01-2015,salsicha,8,224.45
847,3899,24-12-2015,água engarrafada,5,85.60
848,4455,04-01-2015,citrino,7,88.20
849,2171,28-07-2015,citrino,4,252.22
850,3015,12-06-2015,água engarrafada,9,55.66
851,3449,10-10-2015,leite inteiro,4,60.85
852,1424,09-10-2015,citrino,8,77.82
853,3888,13-12-2015,salsicha,2,226.92
854,2711,18-08-2015,iogurte,7,257.54
855,2401,19-12-2015,vegetais de raiz,8,62.92
856,4971,17-05-2015,salsicha,5,43.46
857,4414,23-01-2015,refrigerante,0,6.75
858,3856,22-03-2015,salsicha,8,13.49
859,4025,27-04-2015,outros vegetais,3,43.46
860,1414,24-05-2015,leite inteiro,9,16.22
861,4793,24-11-2015,vegetais de raiz,6,185.79
862,1651,17-12-2015,fruta tropical,3,55.01
863,3663,07-11-2015,fruta tropical,7,203.57
864,1625,08-10-2015,outros vegetais,3,188.13
865,2879,28-12-2015,leite inteiro,1,15.83
866,4180,11-11-2015,vegetais de raiz,8,162.05
867,4187,31-07-2015,salsicha,6,101.46
868,1819,18-12-2015,vegetais de raiz,0,34.25
869,2446,08-09-2015,pãezinhos / pãezinhos,9,210.44
870,2818,11-11-2015,água engarrafada,0,27.25
871,4433,25-03-2015,salsicha,9,81.09
872,4799,22-04-2015,citrino,9,254.55
873,4776,25-10-2015,leite inteiro,4,234.70
874,1518,07-09-2015,pastelaria,5,94.06
875,2356,31-08-2015,citrino,9,57.06
876,3774,17-12-2015,leite inteiro,6,189.68
877,2904,17-09-2015,vegetais de raiz,5,38.90
878,3872,22-01-2015,salsicha,0,214.33
879,3985,20-01-2015,água engarrafada,8,14.53
880,3048,10-11-2015,salsicha,1,45.67
881,3501,27-07-2015,pãezinhos / pãezinhos,7,74.60
882,2340,02-03-2015,outros vegetais,2,140.38
883,1665,29-11-2015,outros vegetais,3,159.84
884,3982,29-09-2015,vegetais de raiz,0,151.15
885,1843,06-12-2015,outros vegetais,1,33.71
886,3365,06-01-2015,pastelaria,3,212.75
887,3230,14-01-2015,outros vegetais,5,193.32
888,2312,15-05-2015,outros vegetais,9,67.44
889,3493,02-02-2015,citrino,5,32.31
890,4907,21-04-2015,citrino,7,211.48
891,3575,08-05-2015,leite inteiro,7,10.64
892,1732,09-03-2015,citrino,2,91.47
893,4975,23-04-2015,outros vegetais,0,141.42
894,2947,16-07-2015,salsicha,8,173.83
895,2509,20-04-2015,vegetais de raiz,7,63.83
896,3061,17-08-2015,salsicha,2,66.04
897,4214,09-06-2015,fruta tropical,3,47.87
898,4702,03-08-2015,leite inteiro,4,259.46
899,3240,01-01-2015,citrino,2,122.48
900,2816,15-05-2015,leite inteiro,9,173.21
901,1524,05-12-2015,vegetais de raiz,1,55.14
902,2483,28-10-2015,citrino,5,195.78
903,3456,22-04-2015,refrigerante,6,98.58
904,4461,13-02-2015,fruta tropical,5,135.19
905,1514,11-01-2015,vegetais de raiz,9,110.28
906,3032,05-06-2015,água engarrafada,6,170.61
907,1746,14-10-2015,leite inteiro,3,96.53
908,2712,26-09-2015,leite inteiro,7,199.78
909,1354,01-12-2015,leite inteiro,5,260.13
910,4828,14-05-2015,leite inteiro,8,0.65
911,1814,22-01-2015,vegetais de raiz,9,66.82
912,1818,04-07-2015,salsicha,9,251.96
913,4398,09-11-2015,outros vegetais,1,27.51
914,1932,12-05-2015,salsicha,6,156.99
915,3175,26-02-2015,salsicha,3,91.47
916,1357,06-09-2015,vegetais de raiz,1,203.95
917,2511,08-07-2015,outros vegetais,9,99.12
918,1159,14-06-2015,citrino,3,131.30
919,2448,08-06-2015,outros vegetais,7,242.88
920,2736,02-03-2015,leite inteiro,3,8.43
921,3046,18-11-2015,leite inteiro,1,48.00
922,3528,18-08-2015,pastelaria,1,256.86
923,2092,04-09-2015,salsicha,1,167.24
924,2514,02-11-2015,leite inteiro,1,166.33
925,1948,25-08-2015,leite inteiro,1,10.90
926,3581,16-01-2015,salsicha,6,152.45
927,4778,26-03-2015,refrigerante,6,122.61
928,3642,24-02-2015,salsicha,0,100.55
929,2957,19-09-2015,salsicha,4,250.27
930,4585,28-09-2015,salsicha,5,166.59
931,3637,10-07-2015,salsicha,3,90.17
932,3257,13-02-2015,vegetais de raiz,8,88.20
933,2524,10-09-2015,citrino,0,36.59
934,2035,23-12-2015,outros vegetais,0,34.25
935,3658,26-09-2015,leite inteiro,1,182.81
936,1901,29-11-2015,iogurte,8,188.39
937,4308,24-01-2015,citrino,1,180.60
938,1305,24-05-2015,citrino,7,12.33
939,1011,09-12-2015,leite inteiro,2,56.44
940,3744,08-12-2015,pãezinhos / pãezinhos,1,55.14
941,2903,08-08-2015,salsicha,5,200.06
942,2465,27-12-2015,outros vegetais,5,55.79
943,1233,20-03-2015,pãezinhos / pãezinhos,2,7.76
944,1366,29-05-2015,fruta tropical,9,16.22
945,2230,28-05-2015,salsicha,3,98.86
946,1206,15-05-2015,pastelaria,0,122.22
947,3620,18-06-2015,pãezinhos / pãezinhos,1,244.56
948,1929,10-07-2015,pãezinhos / pãezinhos,1,256.86
949,4941,15-01-2015,pãezinhos / pãezinhos,6,210.44
950,3547,07-10-2015,pãezinhos / pãezinhos,8,249.08
951,1290,24-04-2015,outros vegetais,5,141.29
952,4207,28-08-2015,salsicha,1,210.16
953,3814,21-07-2015,citrino,7,46.68
954,2433,14-03-2015,refrigerante,2,45.67
955,4757,09-01-2015,refrigerante,3,161.40
956,1407,29-04-2015,vegetais de raiz,2,94.58
957,1792,15-08-2015,fruta tropical,3,11.68
958,4486,09-11-2015,citrino,1,140.10
959,2186,01-07-2015,outros vegetais,9,5.45
960,4676,15-01-2015,salsicha,3,41.49
961,2560,26-11-2015,salsicha,7,14.14
962,1669,19-08-2015,refrigerante,7,193.96
963,3500,21-04-2015,refrigerante,9,208.24
964,1404,03-05-2015,água engarrafada,4,40.48
965,1006,14-06-2015,leite inteiro,6,110.54
966,2779,17-10-2015,leite inteiro,9,84.20
967,2811,23-02-2015,fruta tropical,6,91.47
968,4004,10-05-2015,fruta tropical,4,125.07
969,1737,09-05-2015,pastelaria,2,242.62
970,1934,06-08-2015,fruta tropical,9,210.83
971,3400,04-03-2015,pãezinhos / pãezinhos,9,68.76
972,4301,01-05-2015,salsicha,1,109.63
973,2997,30-12-2015,citrino,9,27.12
974,1098,05-08-2015,fruta tropical,8,92.38
975,3672,28-05-2015,leite inteiro,4,138.05
976,2986,11-01-2015,salsicha,3,260.00
977,4433,25-05-2015,outros vegetais,3,179.69
978,2595,23-01-2015,pãezinhos / pãezinhos,6,81.74
979,3046,31-03-2015,salsicha,6,210.16
980,3228,26-01-2015,fruta tropical,4,57.61
981,2368,11-11-2015,leite inteiro,9,232.89
982,4701,30-04-2015,refrigerante,6,43.07
983,2043,21-04-2015,fruta tropical,0,218.23
984,3922,28-08-2015,citrino,4,72.01
985,2636,11-09-2015,salsicha,3,237.69
986,1092,27-07-2015,pãezinhos / pãezinhos,2,253.26
987,3899,22-04-2015,pãezinhos / pãezinhos,9,67.98
988,4576,05-08-2015,vegetais de raiz,8,208.75
989,4953,10-10-2015,fruta tropical,4,36.30
990,4692,27-10-2015,citrino,2,11.03
991,1170,12-11-2015,leite inteiro,5,132.60
992,2229,25-10-2015,outros vegetais,7,158.26
993,2944,01-02-2015,fruta tropical,6,109.24
994,1366,25-10-2015,salsicha,4,64.22
995,2031,26-02-2015,salsicha,2,169.31
996,2459,16-09-2015,refrigerante,5,217.94
997,1534,13-08-2015,pastelaria,2,132.60
998,2051,23-07-2015,outros vegetais,8,181.61
999,3430,26-01-2015,vegetais de raiz,2,213.30
1000,2972,21-05-2015,leite inteiro,9,182.16
1001,1287,28-08-2015,leite inteiro,8,233.51
1002,4776,08-08-2015,citrino,4,45.28
1003,2271,04-08-2015,outros vegetais,6,26.47
1004,1278,09-12-2015,outros vegetais,2,143.24
1005,4831,13-11-2015,leite inteiro,4,184.21
1006,1819,11-11-2015,pastelaria,5,103.77
1007,2687,31-07-2015,salsicha,5,170.61
1008,4468,24-03-2015,salsicha,7,184.49
1009,3245,17-05-2015,outros vegetais,8,126.50
1010,1216,25-08-2015,leite inteiro,4,60.33
1011,1197,22-11-2015,vegetais de raiz,4,7.76
1012,1100,12-03-2015,refrigerante,0,58.38
1013,3353,14-08-2015,outros vegetais,5,13.49
1014,4466,20-08-2015,iogurte,3,197.18
1015,2081,22-01-2015,fruta tropical,6,136.88
1016,1800,02-05-2015,leite inteiro,7,60.33
1017,2799,12-08-2015,leite inteiro,4,144.27
1018,1634,03-12-2015,água engarrafada,0,55.66
1019,3481,22-03-2015,refrigerante,3,188.00
1020,3691,24-08-2015,salsicha,2,177.10
1021,3462,15-11-2015,citrino,0,203.05
1022,1355,28-02-2015,iogurte,0,10.90
1023,1348,13-06-2015,vegetais de raiz,3,72.01
1024,2058,24-02-2015,iogurte,5,232.24
1025,2003,23-11-2015,salsicha,7,25.30
1026,2830,22-06-2015,citrino,5,128.44
1027,1055,25-05-2015,água engarrafada,0,109.63
1028,1887,09-11-2015,refrigerante,1,152.45
1029,3347,24-04-2015,leite inteiro,6,142.98
1030,1571,24-05-2015,salsicha,3,133.89
1031,1465,03-02-2015,salsicha,0,218.62
1032,4503,17-02-2015,iogurte,9,58.38
1033,3812,28-07-2015,leite inteiro,2,165.03
1034,2759,27-07-2015,iogurte,7,110.54
1035,3201,24-01-2015,leite inteiro,6,64.22
1036,1861,12-08-2015,citrino,4,158.93
1037,4524,10-12-2015,leite inteiro,7,43.46
1038,2680,11-08-2015,citrino,3,206.16
1039,3542,11-07-2015,outros vegetais,9,79.79
1040,2579,08-04-2015,leite inteiro,4,159.58
1041,3499,13-01-2015,iogurte,0,51.25
1042,1783,05-01-2015,outros vegetais,3,158.54
1043,1242,04-04-2015,citrino,6,214.33
1044,4100,01-03-2015,leite inteiro,8,4.15
1045,3085,11-07-2015,leite inteiro,9,40.48
1046,1944,31-08-2015,leite inteiro,4,148.42
1047,3764,01-08-2015,outros vegetais,8,188.77
1048,4662,25-08-2015,pãezinhos / pãezinhos,8,23.33
1049,1934,03-02-2015,fruta tropical,6,176.97
1050,1158,25-08-2015,leite inteiro,1,132.86
1051,1843,24-02-2015,salsicha,3,250.40
1052,3640,08-10-2015,água engarrafada,8,19.33
1053,3483,20-03-2015,salsicha,4,213.43
1054,3883,05-10-2015,citrino,1,53.19
1055,3148,09-03-2015,salsicha,3,194.87
1056,1767,24-10-2015,pastelaria,4,141.29
1057,2261,11-04-2015,leite inteiro,8,180.21
1058,1517,01-08-2015,pãezinhos / pãezinhos,4,177.62
1059,2176,06-08-2015,leite inteiro,6,107.69
1060,4255,02-09-2015,leite inteiro,1,188.13
1061,1780,21-09-2015,salsicha,7,109.50
1062,2159,30-04-2015,pãezinhos / pãezinhos,5,236.39
1063,4153,27-07-2015,água engarrafada,1,27.12
1064,1553,21-07-2015,outros vegetais,0,258.45
1065,4848,14-10-2015,pãezinhos / pãezinhos,6,257.15
