Member_number,Date,itemDescription,quantidade,price
3465,30-07-2015,sausage,7,74.75
2956,02-12-2015,rolls/buns,4,9.10
3662,20-07-2015,whole milk,6,22.60
3755,14-04-2015,root vegetables,1,23.45
4173,11-05-2015,yogurt,4,96.60
1570,20-03-2015,other vegetables,8,99.60
3178,03-01-2015,rolls/buns,7,65.75
4221,04-01-2015,sausage,9,12.75
4265,12-12-2015,rolls/buns,5,34.20
3532,26-05-2015,other vegetables,7,73.50
4609,07-11-2015,whole milk,8,46.10
1975,26-09-2015,yogurt,4,30.25
1901,21-04-2015,citrus fruit,6,4.50
3364,29-06-2015,sausage,4,5.25
2537,14-10-2015,other vegetables,6,30.50
4294,03-12-2015,rolls/buns,4,96.60
2837,22-04-2015,whole milk,4,5.10
2571,02-05-2015,root vegetables,1,71.50
3568,17-10-2015,other vegetables,1,42.45
4474,10-11-2015,pastry,8,2.10
3354,27-01-2015,sausage,2,12.75
4498,07-04-2015,pastry,0,23.45
4612,30-04-2015,sausage,8,93.25
2960,21-06-2015,citrus fruit,5,24.50
4434,23-02-2015,other vegetables,6,72.50
1615,25-01-2015,sausage,5,33.50
1613,25-08-2015,yogurt,6,78.10
3200,01-04-2015,whole milk,7,22.60
1138,24-02-2015,rolls/buns,9,47.25
4958,24-05-2015,tropical fruit,5,82.99
4858,15-02-2015,citrus fruit,2,69.99
1616,08-12-2015,whole milk,3,44.20
1270,03-02-2015,citrus fruit,5,6.20
2347,27-01-2015,soda,5,26.25
3597,07-07-2015,sausage,1,11.99
2940,07-11-2015,yogurt,8,73.45
2715,15-03-2015,sausage,3,82.45
3644,02-10-2015,yogurt,3,48.75
4184,15-12-2015,yogurt,7,86.20
4881,26-03-2015,rolls/buns,0,71.10
3790,04-08-2015,pastry,3,23.10
2509,03-02-2015,yogurt,4,70.45
1463,28-09-2015,tropical fruit,2,5.10
1481,04-06-2015,yogurt,8,49.10
1164,01-02-2015,other vegetables,1,17.25
2084,15-08-2015,root vegetables,6,41.75
1291,06-03-2015,whole milk,2,39.10
3301,25-04-2015,soda,3,91.60
2715,08-01-2015,rolls/buns,2,18.60
4150,26-08-2015,tropical fruit,7,13.99
1775,11-10-2015,tropical fruit,2,71.99
2073,04-02-2015,sausage,5,60.45
2590,28-09-2015,whole milk,5,70.20
3982,28-01-2015,soda,8,7.60
2782,09-06-2015,rolls/buns,7,58.99
1785,21-12-2015,sausage,1,81.20
1528,20-02-2015,sausage,5,100.45
2012,29-03-2015,rolls/buns,8,22.50
1220,08-09-2015,pastry,9,2.45
2165,17-06-2015,soda,4,90.25
3337,01-02-2015,whole milk,8,53.25
1000,27-05-2015,soda,2,71.99
2222,08-01-2015,yogurt,1,87.50
2171,02-08-2015,sausage,7,50.99
3879,25-06-2015,tropical fruit,2,41.45
3472,06-02-2015,citrus fruit,7,36.60
3275,26-10-2015,whole milk,3,22.75
4619,27-05-2015,tropical fruit,4,15.50
1311,29-06-2015,rolls/buns,5,21.75
4116,01-05-2015,pastry,9,2.10
1476,22-03-2015,whole milk,6,74.20
4121,01-11-2015,whole milk,2,62.75
1824,01-11-2015,yogurt,4,93.45
4293,05-07-2015,root vegetables,5,62.60
4308,05-12-2015,pastry,9,48.25
2874,05-01-2015,sausage,8,76.45
1281,11-02-2015,tropical fruit,0,71.20
1936,15-08-2015,rolls/buns,1,59.10
3369,29-12-2015,sausage,3,68.99
2335,13-01-2015,whole milk,2,68.60
3957,15-02-2015,whole milk,6,94.60
4841,02-05-2015,whole milk,6,69.25
3118,29-12-2015,whole milk,2,21.45
2926,08-11-2015,soda,9,74.99
1773,01-11-2015,whole milk,9,17.50
2523,04-04-2015,bottled water,9,37.60
2925,22-08-2015,tropical fruit,0,30.99
2293,24-06-2015,rolls/buns,7,88.20
2190,11-10-2015,citrus fruit,5,38.99
3031,27-10-2015,tropical fruit,4,0.45
2696,09-05-2015,sausage,1,84.60
4453,02-08-2015,sausage,5,68.25
4776,08-02-2015,sausage,5,87.60
4312,22-04-2015,tropical fruit,8,49.99
4344,06-05-2015,citrus fruit,6,97.60
3041,10-07-2015,other vegetables,0,47.50
2066,23-03-2015,whole milk,6,64.20
1777,11-07-2015,sausage,9,72.75
2178,03-05-2015,sausage,9,55.10
4727,11-04-2015,rolls/buns,3,0.99
3433,01-10-2015,root vegetables,2,12.99
3035,08-11-2015,sausage,7,69.75
1464,07-03-2015,sausage,0,79.20
2654,25-11-2015,sausage,9,39.99
2206,21-03-2015,citrus fruit,3,41.60
3726,26-05-2015,sausage,4,64.25
1742,12-12-2015,sausage,6,7.75
4929,27-07-2015,rolls/buns,2,79.10
1907,19-07-2015,sausage,2,53.20
3026,24-01-2015,soda,3,33.10
1269,30-09-2015,other vegetables,3,15.99
1982,24-02-2015,tropical fruit,1,83.45
4977,19-04-2015,whole milk,6,81.20
2760,12-07-2015,other vegetables,5,57.25
2058,04-06-2015,soda,6,83.20
4065,07-07-2015,rolls/buns,3,92.45
3739,06-08-2015,rolls/buns,4,18.10
3758,13-01-2015,whole milk,6,30.10
1230,27-01-2015,soda,4,21.20
2743,13-07-2015,citrus fruit,3,12.60
1835,22-06-2015,rolls/buns,4,77.25
1283,15-03-2015,whole milk,2,29.99
4596,05-06-2015,sausage,0,11.50
1150,04-12-2015,other vegetables,3,98.20
3581,25-12-2015,citrus fruit,7,96.99
3458,27-04-2015,citrus fruit,8,37.10
2249,22-01-2015,tropical fruit,2,40.99
4831,27-02-2015,rolls/buns,3,90.60
2314,06-09-2015,citrus fruit,4,66.50
1538,30-11-2015,tropical fruit,9,96.50
4734,22-11-2015,tropical fruit,1,30.99
1484,27-08-2015,sausage,4,50.10
1764,29-09-2015,whole milk,9,67.75
3595,23-03-2015,sausage,1,86.20
2695,07-01-2015,whole milk,8,31.50
4538,28-11-2015,sausage,8,18.60
1979,21-11-2015,pastry,4,85.10
1148,27-09-2015,soda,3,70.60
3443,04-04-2015,tropical fruit,2,50.10
3334,17-03-2015,whole milk,1,12.60
4540,20-10-2015,yogurt,8,15.50
2855,08-11-2015,sausage,1,96.45
3949,01-04-2015,other vegetables,1,78.50
1788,09-10-2015,sausage,6,92.45
1963,30-12-2015,yogurt,1,13.20
1771,20-03-2015,other vegetables,7,74.99
3180,04-05-2015,tropical fruit,6,100.45
2406,07-12-2015,sausage,5,19.60
4826,25-01-2015,tropical fruit,3,3.20
1737,23-01-2015,citrus fruit,4,44.50
3467,28-01-2015,soda,5,6.75
3395,19-08-2015,whole milk,7,57.60
4567,10-09-2015,tropical fruit,5,86.99
4550,09-11-2015,root vegetables,5,81.99
4806,24-11-2015,tropical fruit,4,54.25
1153,08-12-2015,whole milk,4,48.75
4515,11-01-2015,whole milk,1,49.20
2585,14-03-2015,soda,6,34.10
3406,23-10-2015,whole milk,9,45.10
2234,15-07-2015,citrus fruit,7,6.75
3385,16-02-2015,root vegetables,8,26.60
1476,29-03-2015,tropical fruit,9,69.25
4738,15-08-2015,other vegetables,7,38.60
4235,26-04-2015,citrus fruit,2,60.10
4614,23-02-2015,root vegetables,4,60.10
2216,17-11-2015,tropical fruit,6,81.75
4666,02-12-2015,root vegetables,5,18.10
2955,06-06-2015,tropical fruit,2,68.50
3488,21-12-2015,rolls/buns,6,57.50
2186,01-09-2015,soda,8,67.25
1696,02-03-2015,root vegetables,8,4.45
3309,17-05-2015,root vegetables,0,60.99
3092,24-12-2015,sausage,3,17.75
2295,21-03-2015,rolls/buns,1,65.45
1914,21-01-2015,tropical fruit,0,54.25
1290,22-09-2015,sausage,4,56.45
2293,19-12-2015,tropical fruit,3,99.20
4027,12-05-2015,soda,3,14.75
4693,01-07-2015,whole milk,0,7.50
4221,27-02-2015,whole milk,2,85.20
2815,10-09-2015,root vegetables,3,83.20
4207,08-07-2015,rolls/buns,9,85.45
3868,22-01-2015,tropical fruit,9,83.20
3707,26-06-2015,sausage,4,41.10
2335,23-07-2015,soda,4,68.60
3432,04-04-2015,rolls/buns,2,89.10
4510,05-04-2015,tropical fruit,6,92.20
2893,06-10-2015,tropical fruit,1,35.10
3443,23-10-2015,root vegetables,3,48.25
2071,30-09-2015,whole milk,1,53.50
2845,01-10-2015,other vegetables,7,80.25
4309,15-09-2015,whole milk,9,0.50
1375,11-10-2015,other vegetables,8,43.10
4805,04-05-2015,whole milk,7,69.50
3759,02-04-2015,whole milk,4,79.75
3160,27-02-2015,soda,1,42.99
2719,10-04-2015,other vegetables,0,84.99
3856,02-04-2015,whole milk,5,95.99
2455,04-01-2015,sausage,8,86.50
3899,24-12-2015,bottled water,5,32.99
4455,04-01-2015,citrus fruit,7,33.99
2171,28-07-2015,citrus fruit,4,97.20
3015,12-06-2015,bottled water,9,21.45
3449,10-10-2015,whole milk,4,23.45
1424,09-10-2015,citrus fruit,8,29.99
3888,13-12-2015,sausage,2,87.45
2711,18-08-2015,yogurt,7,99.25
2401,19-12-2015,root vegetables,8,24.25
4971,17-05-2015,sausage,5,16.75
4414,23-01-2015,soda,0,2.60
3856,22-03-2015,sausage,8,5.20
4025,27-04-2015,other vegetables,3,16.75
1414,24-05-2015,whole milk,9,6.25
4793,24-11-2015,root vegetables,6,71.60
1651,17-12-2015,tropical fruit,3,21.20
3663,07-11-2015,tropical fruit,7,78.45
1625,08-10-2015,other vegetables,3,72.50
2879,28-12-2015,whole milk,1,6.10
4180,11-11-2015,root vegetables,8,62.45
4187,31-07-2015,sausage,6,39.10
1819,18-12-2015,root vegetables,0,13.20
2446,08-09-2015,rolls/buns,9,81.10
2818,11-11-2015,bottled water,0,10.50
4433,25-03-2015,sausage,9,31.25
4799,22-04-2015,citrus fruit,9,98.10
4776,25-10-2015,whole milk,4,90.45
1518,07-09-2015,pastry,5,36.25
2356,31-08-2015,citrus fruit,9,21.99
3774,17-12-2015,whole milk,6,73.10
2904,17-09-2015,root vegetables,5,14.99
3872,22-01-2015,sausage,0,82.60
3985,20-01-2015,bottled water,8,5.60
3048,10-11-2015,sausage,1,17.60
3501,27-07-2015,rolls/buns,7,28.75
2340,02-03-2015,other vegetables,2,54.10
1665,29-11-2015,other vegetables,3,61.60
3982,29-09-2015,root vegetables,0,58.25
1843,06-12-2015,other vegetables,1,12.99
3365,06-01-2015,pastry,3,81.99
3230,14-01-2015,other vegetables,5,74.50
2312,15-05-2015,other vegetables,9,25.99
3493,02-02-2015,citrus fruit,5,12.45
4907,21-04-2015,citrus fruit,7,81.50
3575,08-05-2015,whole milk,7,4.10
1732,09-03-2015,citrus fruit,2,35.25
4975,23-04-2015,other vegetables,0,54.50
2947,16-07-2015,sausage,8,66.99
2509,20-04-2015,root vegetables,7,24.60
3061,17-08-2015,sausage,2,25.45
4214,09-06-2015,tropical fruit,3,18.45
4702,03-08-2015,whole milk,4,99.99
3240,01-01-2015,citrus fruit,2,47.20
2816,15-05-2015,whole milk,9,66.75
1524,05-12-2015,root vegetables,1,21.25
2483,28-10-2015,citrus fruit,5,75.45
3456,22-04-2015,soda,6,37.99
4461,13-02-2015,tropical fruit,5,52.10
1514,11-01-2015,root vegetables,9,42.50
3032,05-06-2015,bottled water,6,65.75
1746,14-10-2015,whole milk,3,37.20
2712,26-09-2015,whole milk,7,76.99
1354,01-12-2015,whole milk,5,100.25
4828,14-05-2015,whole milk,8,0.25
1814,22-01-2015,root vegetables,9,25.75
1818,04-07-2015,sausage,9,97.10
4398,09-11-2015,other vegetables,1,10.60
1932,12-05-2015,sausage,6,60.50
3175,26-02-2015,sausage,3,35.25
1357,06-09-2015,root vegetables,1,78.60
2511,08-07-2015,other vegetables,9,38.20
1159,14-06-2015,citrus fruit,3,50.60
2448,08-06-2015,other vegetables,7,93.60
2736,02-03-2015,whole milk,3,3.25
3046,18-11-2015,whole milk,1,18.50
3528,18-08-2015,pastry,1,98.99
2092,04-09-2015,sausage,1,64.45
2514,02-11-2015,whole milk,1,64.10
1948,25-08-2015,whole milk,1,4.20
3581,16-01-2015,sausage,6,58.75
4778,26-03-2015,soda,6,47.25
3642,24-02-2015,sausage,0,38.75
2957,19-09-2015,sausage,4,96.45
4585,28-09-2015,sausage,5,64.20
3637,10-07-2015,sausage,3,34.75
3257,13-02-2015,root vegetables,8,33.99
2524,10-09-2015,citrus fruit,0,14.10
2035,23-12-2015,other vegetables,0,13.20
3658,26-09-2015,whole milk,1,70.45
1901,29-11-2015,yogurt,8,72.60
4308,24-01-2015,citrus fruit,1,69.60
1305,24-05-2015,citrus fruit,7,4.75
1011,09-12-2015,whole milk,2,21.75
3744,08-12-2015,rolls/buns,1,21.25
2903,08-08-2015,sausage,5,77.10
2465,27-12-2015,other vegetables,5,21.50
1233,20-03-2015,rolls/buns,2,2.99
1366,29-05-2015,tropical fruit,9,6.25
2230,28-05-2015,sausage,3,38.10
1206,15-05-2015,pastry,0,47.10
3620,18-06-2015,rolls/buns,1,94.25
1929,10-07-2015,rolls/buns,1,98.99
4941,15-01-2015,rolls/buns,6,81.10
3547,07-10-2015,rolls/buns,8,95.99
1290,24-04-2015,other vegetables,5,54.45
4207,28-08-2015,sausage,1,80.99
3814,21-07-2015,citrus fruit,7,17.99
2433,14-03-2015,soda,2,17.60
4757,09-01-2015,soda,3,62.20
1407,29-04-2015,root vegetables,2,36.45
1792,15-08-2015,tropical fruit,3,4.50
4486,09-11-2015,citrus fruit,1,53.99
2186,01-07-2015,other vegetables,9,2.10
4676,15-01-2015,sausage,3,15.99
2560,26-11-2015,sausage,7,5.45
1669,19-08-2015,soda,7,74.75
3500,21-04-2015,soda,9,80.25
1404,03-05-2015,bottled water,4,15.60
1006,14-06-2015,whole milk,6,42.60
2779,17-10-2015,whole milk,9,32.45
2811,23-02-2015,tropical fruit,6,35.25
4004,10-05-2015,tropical fruit,4,48.20
1737,09-05-2015,pastry,2,93.50
1934,06-08-2015,tropical fruit,9,81.25
3400,04-03-2015,rolls/buns,9,26.50
4301,01-05-2015,sausage,1,42.25
2997,30-12-2015,citrus fruit,9,10.45
1098,05-08-2015,tropical fruit,8,35.60
3672,28-05-2015,whole milk,4,53.20
2986,11-01-2015,sausage,3,100.20
4433,25-05-2015,other vegetables,3,69.25
2595,23-01-2015,rolls/buns,6,31.50
3046,31-03-2015,sausage,6,80.99
3228,26-01-2015,tropical fruit,4,22.20
2368,11-11-2015,whole milk,9,89.75
4701,30-04-2015,soda,6,16.60
2043,21-04-2015,tropical fruit,0,84.10
3922,28-08-2015,citrus fruit,4,27.75
2636,11-09-2015,sausage,3,91.60
1092,27-07-2015,rolls/buns,2,97.60
3899,22-04-2015,rolls/buns,9,26.20
4576,05-08-2015,root vegetables,8,80.45
4953,10-10-2015,tropical fruit,4,13.99
4692,27-10-2015,citrus fruit,2,4.25
1170,12-11-2015,whole milk,5,51.10
2229,25-10-2015,other vegetables,7,60.99
2944,01-02-2015,tropical fruit,6,42.10
1366,25-10-2015,sausage,4,24.75
2031,26-02-2015,sausage,2,65.25
2459,16-09-2015,soda,5,83.99
1534,13-08-2015,pastry,2,51.10
2051,23-07-2015,other vegetables,8,69.99
3430,26-01-2015,root vegetables,2,82.20
2972,21-05-2015,whole milk,9,70.20
1287,28-08-2015,whole milk,8,89.99
4776,08-08-2015,citrus fruit,4,17.45
2271,04-08-2015,other vegetables,6,10.20
1278,09-12-2015,other vegetables,2,55.20
4831,13-11-2015,whole milk,4,70.99
1819,11-11-2015,pastry,5,39.99
2687,31-07-2015,sausage,5,65.75
4468,24-03-2015,sausage,7,71.10
3245,17-05-2015,other vegetables,8,48.75
1216,25-08-2015,whole milk,4,23.25
1197,22-11-2015,root vegetables,4,2.99
1100,12-03-2015,soda,0,22.50
3353,14-08-2015,other vegetables,5,5.20
4466,20-08-2015,yogurt,3,75.99
2081,22-01-2015,tropical fruit,6,52.75
1800,02-05-2015,whole milk,7,23.25
2799,12-08-2015,whole milk,4,55.60
1634,03-12-2015,bottled water,0,21.45
3481,22-03-2015,soda,3,72.45
3691,24-08-2015,sausage,2,68.25
3462,15-11-2015,citrus fruit,0,78.25
1355,28-02-2015,yogurt,0,4.20
1348,13-06-2015,root vegetables,3,27.75
2058,24-02-2015,yogurt,5,89.50
2003,23-11-2015,sausage,7,9.75
2830,22-06-2015,citrus fruit,5,49.50
1055,25-05-2015,bottled water,0,42.25
1887,09-11-2015,soda,1,58.75
3347,24-04-2015,whole milk,6,55.10
1571,24-05-2015,sausage,3,51.60
1465,03-02-2015,sausage,0,84.25
4503,17-02-2015,yogurt,9,22.50
3812,28-07-2015,whole milk,2,63.60
2759,27-07-2015,yogurt,7,42.60
3201,24-01-2015,whole milk,6,24.75
1861,12-08-2015,citrus fruit,4,61.25
4524,10-12-2015,whole milk,7,16.75
2680,11-08-2015,citrus fruit,3,79.45
3542,11-07-2015,other vegetables,9,30.75
2579,08-04-2015,whole milk,4,61.50
3499,13-01-2015,yogurt,0,19.75
1783,05-01-2015,other vegetables,3,61.10
1242,04-04-2015,citrus fruit,6,82.60
4100,01-03-2015,whole milk,8,1.60
3085,11-07-2015,whole milk,9,15.60
1944,31-08-2015,whole milk,4,57.20
3764,01-08-2015,other vegetables,8,72.75
4662,25-08-2015,rolls/buns,8,8.99
1934,03-02-2015,tropical fruit,6,68.20
1158,25-08-2015,whole milk,1,51.20
1843,24-02-2015,sausage,3,96.50
3640,08-10-2015,bottled water,8,7.45
3483,20-03-2015,sausage,4,82.25
3883,05-10-2015,citrus fruit,1,20.50
3148,09-03-2015,sausage,3,75.10
1767,24-10-2015,pastry,4,54.45
2261,11-04-2015,whole milk,8,69.45
1517,01-08-2015,rolls/buns,4,68.45
2176,06-08-2015,whole milk,6,41.50
4255,02-09-2015,whole milk,1,72.50
1780,21-09-2015,sausage,7,42.20
2159,30-04-2015,rolls/buns,5,91.10
4153,27-07-2015,bottled water,1,10.45
1553,21-07-2015,other vegetables,0,99.60
4848,14-10-2015,rolls/buns,6,99.10
1605,06-07-2015,sausage,1,65.60
2682,16-06-2015,whole milk,8,83.99
4272,22-03-2015,whole milk,4,69.25
4686,14-09-2015,tropical fruit,9,9.45
3757,24-06-2015,whole milk,7,51.75
3484,10-10-2015,sausage,4,18.20
4314,02-05-2015,rolls/buns,2,59.50
1355,28-03-2015,rolls/buns,7,19.45
3463,16-05-2015,sausage,7,82.50
3548,19-03-2015,pastry,9,39.50
2271,02-01-2015,rolls/buns,2,68.10
1275,16-07-2015,other vegetables,1,59.25
4287,06-08-2015,soda,6,2.50
2585,13-02-2015,other vegetables,8,87.20
3788,16-02-2015,tropical fruit,5,35.10
1531,19-01-2015,sausage,4,10.75
3451,31-08-2015,rolls/buns,4,53.20
4015,27-03-2015,citrus fruit,8,12.75
2869,29-04-2015,whole milk,1,73.50
4814,12-02-2015,root vegetables,4,30.25
2151,03-08-2015,rolls/buns,4,24.75
2390,21-08-2015,citrus fruit,6,79.60
3394,13-12-2015,sausage,1,62.25
4671,01-08-2015,sausage,9,69.60
1275,17-02-2015,sausage,8,34.75
1087,19-03-2015,sausage,9,100.75
1136,03-01-2015,tropical fruit,1,66.75
4277,09-08-2015,sausage,7,13.75
2500,06-12-2015,citrus fruit,0,18.20
4510,03-09-2015,whole milk,5,84.99
4258,11-12-2015,soda,2,52.50
3095,16-08-2015,bottled water,3,96.50
4625,07-04-2015,sausage,9,24.10
1677,09-12-2015,tropical fruit,4,29.10
4743,04-07-2015,whole milk,2,50.75
4212,31-03-2015,yogurt,5,19.25
3682,12-10-2015,whole milk,5,14.45
1901,04-05-2015,citrus fruit,4,34.25
1566,05-06-2015,yogurt,8,29.60
1983,20-05-2015,soda,6,1.50
3703,16-06-2015,citrus fruit,6,83.60
1456,19-07-2015,whole milk,8,13.25
3309,02-09-2015,root vegetables,1,57.10
1983,09-08-2015,sausage,5,92.75
1017,30-09-2015,soda,4,16.45
3793,07-08-2015,root vegetables,3,75.50
1609,03-05-2015,other vegetables,8,50.60
3459,23-01-2015,tropical fruit,5,73.25
3044,05-01-2015,sausage,1,29.99
1188,09-01-2015,whole milk,0,51.10
1865,02-08-2015,other vegetables,6,45.25
1692,28-06-2015,whole milk,0,3.45
1610,26-05-2015,yogurt,0,96.25
4020,11-04-2015,yogurt,8,62.45
2633,27-11-2015,other vegetables,7,82.10
4305,24-07-2015,pastry,0,23.20
2416,15-02-2015,yogurt,5,71.25
3124,09-04-2015,citrus fruit,6,16.45
2101,07-01-2015,root vegetables,2,44.60
2876,30-10-2015,other vegetables,0,96.45
2684,11-01-2015,citrus fruit,4,67.25
2394,17-02-2015,sausage,7,8.50
4320,13-01-2015,other vegetables,4,36.20
1821,20-04-2015,root vegetables,4,80.10
3182,15-10-2015,soda,6,46.60
1526,26-11-2015,sausage,6,85.45
2534,18-05-2015,bottled water,3,20.50
2584,31-03-2015,rolls/buns,6,42.99
2212,16-04-2015,citrus fruit,5,74.60
3176,01-08-2015,citrus fruit,5,76.45
3316,03-01-2015,yogurt,9,51.50
4889,03-02-2015,rolls/buns,3,94.60
3548,01-06-2015,whole milk,7,41.45
2909,08-05-2015,sausage,4,97.45
4226,06-12-2015,sausage,2,19.20
1395,12-10-2015,sausage,9,39.20
2938,06-06-2015,whole milk,3,80.99
2769,23-04-2015,bottled water,6,82.99
4933,27-02-2015,whole milk,7,6.25
1422,01-01-2015,tropical fruit,4,60.99
4670,31-08-2015,whole milk,7,25.60
2053,21-09-2015,citrus fruit,3,47.75
2741,11-09-2015,root vegetables,8,2.10
2010,19-12-2015,yogurt,6,18.99
4700,06-06-2015,whole milk,1,89.99
1477,20-11-2015,sausage,9,82.75
3094,13-06-2015,sausage,3,15.45
1340,23-01-2015,whole milk,5,11.75
1542,15-05-2015,tropical fruit,5,66.50
1357,10-04-2015,soda,4,53.99
4003,21-11-2015,whole milk,9,29.75
2721,15-07-2015,yogurt,5,97.10
3745,26-08-2015,sausage,6,32.10
1647,20-12-2015,yogurt,7,1.99
1218,13-06-2015,other vegetables,2,54.45
4745,24-12-2015,pastry,4,52.50
4994,08-02-2015,sausage,9,13.60
2380,07-01-2015,sausage,6,16.10
4668,01-02-2015,other vegetables,7,26.10
4990,14-12-2015,tropical fruit,0,56.60
3035,29-11-2015,yogurt,4,9.75
3760,04-06-2015,sausage,7,46.20
1442,25-07-2015,pastry,5,27.25
1451,27-01-2015,tropical fruit,2,36.10
3159,31-01-2015,whole milk,5,28.50
1115,22-01-2015,other vegetables,9,79.60
1009,23-09-2015,pastry,0,86.99
3098,04-09-2015,sausage,6,65.60
1608,13-11-2015,root vegetables,5,0.20
2298,16-08-2015,root vegetables,9,90.99
4646,31-07-2015,other vegetables,9,11.45
2448,29-12-2015,rolls/buns,6,39.99
3051,23-01-2015,whole milk,8,25.45
4182,18-06-2015,citrus fruit,5,20.45
1524,05-03-2015,tropical fruit,7,80.99
2165,06-09-2015,citrus fruit,4,40.60
3710,15-07-2015,whole milk,0,7.25
3682,02-01-2015,citrus fruit,2,48.25
1380,09-04-2015,rolls/buns,9,8.10
3063,28-10-2015,whole milk,6,79.10
4782,16-08-2015,rolls/buns,5,15.60
2315,15-09-2015,rolls/buns,8,61.10
3198,08-05-2015,citrus fruit,1,58.10
2911,14-07-2015,soda,9,69.45
2561,19-08-2015,sausage,3,30.25
2343,30-05-2015,sausage,9,78.60
1021,07-11-2015,rolls/buns,1,68.10
3484,15-05-2015,tropical fruit,4,91.25
1751,25-03-2015,sausage,2,45.45
1730,24-01-2015,sausage,6,27.25
4669,25-06-2015,whole milk,2,95.50
1184,16-06-2015,root vegetables,4,15.60
4793,04-11-2015,sausage,7,16.99
4600,12-02-2015,root vegetables,0,20.50
3966,11-01-2015,tropical fruit,7,2.25
4508,15-06-2015,soda,7,55.20
4643,12-03-2015,other vegetables,0,54.75
3757,03-02-2015,whole milk,9,4.50
1486,20-08-2015,pastry,2,14.45
2861,02-12-2015,pastry,4,66.50
1170,09-10-2015,citrus fruit,2,66.50
2645,27-06-2015,soda,8,10.60
4202,02-05-2015,yogurt,0,21.50
3961,05-03-2015,sausage,9,70.25
3637,22-12-2015,root vegetables,9,60.10
2329,15-07-2015,pastry,9,96.10
3858,27-03-2015,rolls/buns,6,2.60
4294,02-03-2015,rolls/buns,5,86.50
4017,11-10-2015,sausage,0,13.99
2673,10-12-2015,yogurt,9,45.50
2747,30-08-2015,rolls/buns,7,76.99
1796,15-08-2015,sausage,6,91.45
2524,05-12-2015,rolls/buns,0,89.60
3523,01-04-2015,whole milk,2,33.50
4503,22-03-2015,rolls/buns,9,29.75
2055,02-05-2015,sausage,0,63.60
3634,10-12-2015,citrus fruit,6,27.99
4503,09-08-2015,whole milk,4,12.75
3756,02-12-2015,whole milk,8,88.45
3071,13-06-2015,sausage,1,39.20
3168,16-12-2015,root vegetables,2,26.20
3089,16-02-2015,citrus fruit,4,54.45
2985,29-05-2015,citrus fruit,3,77.25
3318,21-07-2015,other vegetables,7,47.60
1048,18-10-2015,rolls/buns,5,86.60
3977,16-04-2015,whole milk,0,77.20
4187,10-04-2015,whole milk,7,14.25
3140,11-02-2015,citrus fruit,6,38.50
4453,23-08-2015,yogurt,5,100.25
4864,05-07-2015,sausage,3,52.60
2212,28-10-2015,bottled water,7,40.45
2273,26-10-2015,sausage,8,29.25
2169,21-10-2015,citrus fruit,6,16.10
3038,11-01-2015,rolls/buns,0,70.25
2023,07-02-2015,tropical fruit,9,31.50
1038,10-04-2015,other vegetables,9,16.99
3998,23-01-2015,other vegetables,6,58.60
3635,13-12-2015,pastry,2,49.20
1430,12-11-2015,rolls/buns,2,18.75
4138,10-10-2015,whole milk,0,4.50
3481,04-10-2015,sausage,2,0.50
4861,13-09-2015,other vegetables,7,6.50
2910,19-07-2015,citrus fruit,8,7.50
3352,08-11-2015,soda,6,74.99
3004,10-02-2015,whole milk,1,93.20
3077,19-01-2015,root vegetables,1,63.60
3900,07-07-2015,sausage,8,9.99
4785,04-04-2015,tropical fruit,0,64.75
2916,19-04-2015,pastry,2,85.10
3179,21-03-2015,sausage,4,76.60
2617,03-01-2015,soda,1,52.75
4722,13-10-2015,sausage,1,19.75
4605,13-08-2015,bottled water,7,83.20
4971,19-02-2015,soda,3,70.10
4725,01-09-2015,rolls/buns,2,14.10
4544,21-01-2015,soda,7,43.45
4839,03-06-2015,pastry,7,51.99
4675,16-01-2015,yogurt,3,61.25
4125,14-06-2015,whole milk,2,0.50
3571,17-06-2015,rolls/buns,9,47.20
3746,13-07-2015,sausage,5,38.10
3934,27-03-2015,whole milk,6,60.20
1329,29-03-2015,sausage,9,4.10
3199,24-12-2015,citrus fruit,0,86.75
4778,26-04-2015,sausage,7,64.60
